title,action,label
Get Ready for Easter,Draw an Easter chick.,minutes
Make Stuffed Hot Peppers,Heat vegetable oil in a saucepan over medium heat.,hours
Get Your Child Ready for Algebra,Consider your child's level of maturity.,minutes
Get Your Child Ready for Algebra,Be aware of the math curriculum in your child's school district.,minutes
Find Alternatives to Easter Candy,Give your child a special treat.,hours
Find the Maximum or Minimum Value of a Quadratic Function Easily,Report your results.,minutes
Find the Slope of an Equation,Plug in your point to the derivative equation to get your slope.,hours
Make a Loco Moco,After the roux has cooled add a Tbsp.,hours
Teach Sentence Diagramming,Begin naming the parts of speech.,minutes
Teach Sentence Diagramming,Encourage the students to help one another.,minutes
Wrap Wontons,Grab your filling wrappers and a bowl of water.,seconds
Wrap Wontons,Repeat as needed.,minutes
Charge an iPod Shuffle,Charge the battery using the power outlet.,hours
Charge an iPod Shuffle,You can also use an ipad charger to charge your 3rd generation iPod Shuffle.,hours
Decorate Easter Eggs,Soak the egg for 5 minutes.,minutes
Decorate Easter Eggs,Dye the egg multiple colors.,minutes
Make Coconut Chutney,Grind the base of the red coconut chutney.,seconds
Make Coconut Chutney,Pour the tempering seasoning over the red coconut chutney.,minutes
Update Grandparents on New Parenting Guidelines,Talk to your kids about the updated rules.,minutes
Reset an iPod,Plug your iPod into your computer.,seconds
Reset an iPod,Make a backup.,minutes
Reset an iPod,Restore the iPod.,minutes
Reset an iPod,Reload your old backup.,minutes
Make Tacos,Add 16 ounces of ground beef (sirloin works best) to the onion and brown over medium high heat.,minutes
Make Tacos,Assemble your all-American taco.,minutes
Fix Christmas Lights,Twist the light bulb to check the connection.,seconds
Make Shorbat Rumman Iraqi Pomegranate Soup (Vegetarian),Add the green onions sugar lemon or lime juice parsley and pomegranate molasses or juice.,minutes
Prepare to File for Divorce,Gather records of your finances.,days
Decorate Easter Eggs,Apply Mod Podge.,minutes
Do Your Algebra Homework Using Online Tools,Determine what topic you are studying.,days
Make Middle Eastern Lamb Stew,Simmer the spiced stew.,minutes
Make Middle Eastern Lamb Stew,Stir in tomato paste and finish cooking the stew.,minutes
Make Shared Custody Work,Consider professional help.,minutes
Make Shared Custody Work,Decide how to divide other responsibilities.,minutes
Make Taco Meat,Heat the oil in a heavy skillet.,hours
Make Taco Meat,Let the meat rest.Allow the meat to rest for 5 minutes before proceeding further.,hours
Decorate Easter Eggs,Paint one half of the egg at a time.,minutes
Make Mole Sauce,Grind the spices.,hours
Do Your Algebra Homework Using Online Tools,Determine what your needs are.,minutes
Cope with Divorce As a Child,Try to balance your time with both parents.,hours
Cope with Divorce As a Child,Spend time with good friends.,hours
Cope with Divorce As a Child,See a therapist.,minutes
Clean Your iPhone or iPod Touch Screen,Don't use household cleaners to clean your iPhone or iPod Touch screen.,minutes
Clean Your iPhone or iPod Touch Screen,Be willing to get your device professionally cleaned.,minutes
Make Refried Beans,Add other vegetables or additions to your pot before adding the beans.,hours
Make Refried Beans,Try an Italian-inspired refried bean dish with white beans.,minutes
Make Beet Hummus,Prep your other ingredients.,minutes
Deal With Children in a Divorce Situation,Respond with compassion and support.,minutes
Know the Difference Between Lie and Lay,Contrast lie as an irregular verb; that is one should memorise its past and perfect participle.,minutes
Cook Plantains,Cook for 15 minutes.,hours
Plan Easter Games for a Children's Easter Party,Declare the winner.,hours
Zoom In or Out on an iPhone or iPod Touch,Choose a filter.,minutes
Celebrate Easter,Have an Easter egg hunt.,minutes
Develop Fluency in English,Use a conversation exchange website.,minutes
Develop Fluency in English,Listen to other people speaking English.,minutes
Make Bibimbap,Create the gochujang sauce.,minutes
Celebrate Easter,Plant something to celebrate new life.,hours
Celebrate Easter,Take photos each year to preserve memories.,hours
Make a Kimchi Spice Mixture,Rinse the pechay remove two outer leaves and set aside.,seconds
Make a Kimchi Spice Mixture,Place in a big plate on top the cabbage to weigh it down and keep the cabbage immersed in the brine.,seconds
Make a Kimchi Spice Mixture,After the cabbage has finished soaking rinse the leaves thoroughly under running water.,seconds
Make Aloo Mongray (Pakistani Recipe),Take a wok.,minutes
Learn About Babies,Practice swaddling and changing diapers.,minutes
Add and Subtract Functions,Write out the functions that are being added or subtracted.,minutes
Make Mom Friends,Ask open-ended questions to find common ground.,minutes
Make Mom Friends,Go where moms are.,minutes
Make Mom Friends,Hang later after practice and events.,minutes
Make Mom Friends,Join an organization or volunteer.,minutes
Choose an iPod,Buy an iPod nano if you like having a screen but still something that's smaller.,hours
Write Good Essays in AP World History,Craft your argument.,minutes
Write Good Essays in AP World History,Find good examples.,minutes
Write Good Essays in AP World History,Learn about scoring.,minutes
Write an Essay Outline,Develop your thesis.,hours
Make a Superhero Costume,Find a piece of fabric.,seconds
Fight Feelings of Failure As a Mother,Learn to let go of past mistakes.,longer
Make Tapa,Add brown sugar for a sweet molasses-like flavor.,seconds
Use the iPod Touch,Sync your content with iTunes with your (also included) cord.,minutes
Memorize Words Quickly,Draw a picture for each word.,minutes
Write an Essay on Sociology,Cite your sources.,minutes
Write an Essay on Sociology,Edit carefully.,minutes
Check Grammar,Use standalone grammar-checking software.,minutes
Check Grammar,Proofread it yourself.,minutes
Make Avocado Salsa,Dice the avocados.,minutes
Become an Online Proofreader,Decide on the area(s) in which you wish to specialize.,minutes
Make Halloween Traditions,Cook or eat.,hours
Make Halloween Traditions,Honor your traditions.,days
Decorate Your Mantel for Christmas,Collect your materials.,seconds
Make Enchilada Sauce,Bring to a low boil just long enough to thicken the sauce.,minutes
Graph Inequalities,Find some test points.,days
Upgrade Canned Cinnamon Rolls,Try cinnamon roll monkey bread.,minutes
Upgrade Canned Cinnamon Rolls,Bake cinnamon twists.,minutes
Upgrade Canned Cinnamon Rolls,Make one giant canned cinnamon roll.,minutes
Be a Good Wife,Be your husband's best friend.,minutes
Be a Good Wife,Work together to manage stress.,minutes
Deal With the Desire to Cheat on Your Partner,Avoid sticky situations.,days
Reduce Sugar in Baking Recipes,Reduce it bit by bit.,minutes
Reduce Sugar in Baking Recipes,Reconsider any sugar based toppings for baked goods.,minutes
Protect Human Rights in International Trade,Require states to recognize contracts and property rights including intellectual property rights.,minutes
Protect Human Rights in International Trade,Encourage governments to support businesses in conflict-affected areas.,minutes
Protect Human Rights in International Trade,Provide for penalties and sanctions within trade organizations.,minutes
Play a City Wide Zombie Game,Gather a small group of trustworthy friends.,minutes
Play a City Wide Zombie Game,Edit the rules for your liking.,minutes
Play a City Wide Zombie Game,Get a list with all the players on it stating if they are a zombie or human.,minutes
Play a City Wide Zombie Game,The game ends when... 1.,minutes
Play a City Wide Zombie Game,Most people will want to kill zombies than be one so find a system where a group of players (first dead or last dead) are the next zombies.,minutes
Dress up As Jason Voorhees,Carry a prop axe or pickaxe.,minutes
Write a Position Paper,Introduce your topic and provide background information on the issue.,minutes
Write a Position Paper,Provide the points you wish to make in defense or support of your argument.,minutes
Write a Position Paper,Present the opposing viewpoint.,minutes
Write a Position Paper,Conclude your position paper by re-stating your position and briefly summarizing why you took that point of view.,minutes
Get the Most out of Your Ipod Touch,Try putting some video onto it.,minutes
Get the Most out of Your Ipod Touch,Experiment with the built-in apps.,minutes
Write a Literary Analysis,Write in the third person.,minutes
Make Pempek Ada'an,Add the starch and coconut milk little by little and stir well.,minutes
Make Pempek Ada'an,Fry the mixture until light golden brown.,minutes
Help Reduce Sex Trafficking in Your Town,Donate money to a local organization.,minutes
Help Reduce Sex Trafficking in Your Town,Organize a fundraiser.,hours
Persuade People to Vote for You,Poll regularly.,minutes
Make Vampire Fangs,Create vampire fangs using cotton swabs.,minutes
Uninstall Funmoods Completely,Close all browser windows.,seconds
Uninstall Funmoods Completely,Open your list of installed programs.,minutes
Uninstall Funmoods Completely,Find Funmoods.,minutes
Uninstall Funmoods Completely,Confirm the message.,minutes
Make Skillet Dinner Rolls,Prove the dinner rolls.,hours
Make Skillet Dinner Rolls,Bake the skillet dinner rolls.,hours
Buy a 17th Year Wedding Anniversary Gift,Choose the type of furniture to gift.,minutes
Buy a 17th Year Wedding Anniversary Gift,Explore furniture options based on hobbies.,minutes
Buy a 17th Year Wedding Anniversary Gift,Give your spouse a small tree to plant.,minutes
Celebrate a Wedding Anniversary,Pick fresh berries.,minutes
Earn Money for a Charity While Trick or Treating on Halloween,Learn about your charity.,minutes
Earn Money for a Charity While Trick or Treating on Halloween,Come up with a very creative and cute Halloween costume.,minutes
Earn Money for a Charity While Trick or Treating on Halloween,Go trick-or-treating.,minutes
Celebrate a Wedding Anniversary,Renew your vows.,minutes
Work With Different Cultures,Use humor.,seconds
Celebrate a Wedding Anniversary,Make each other a mix tape.,hours
Celebrate a Wedding Anniversary,Watch a movie: with a twist!,hours
Deter Unwanted Trick or Treaters,Turn your porch lights off.,seconds
Work With Different Cultures,Research different cultures.,days
Appear to Be a Vampire,Inject your personality into your style.,minutes
Work to Stop Horse Slaughter,Join existing efforts opposing horse slaughter.,minutes
Decide Who to Vote for US President,Focus on concrete proposals not vague promises or generalizations.,minutes
Write Satire About Current Events,Identify what you care about.,minutes
Write Satire About Current Events,Read other people's satire.,minutes
Change Your Cell Phone Carrier,Pay your existing phone bill.,hours
Decide Who to Vote for US President,Emphasize foreign policy when studying candidates as this is the President's largest sphere of influence.,minutes
Carry a Phablet,Buy a gadget-carrying jacket.,minutes
Add Your Own Text Within Microsoft Office Templates,Change the wrapping style of a text box.,minutes
Cope when Your Spouse Has a Chronic Mental Illness,Focus on your strengths as a couple.,minutes
Engage in Tactical Voting,Vote in the primaries.,minutes
Call Back a Blocked Number,Trace the call by dialing *57 immediately after ending a blocked or private call.,minutes
Deal With Guilt After a Divorce,Make an honest assessment of your marriage.,hours
Make a Glow Stick Costume,Create a draft of stick figure pattern.,minutes
Buy Cdma Cell Phones,Review the dealer's terms and policies before buying a CDMA cell phone.,minutes
Buy Cdma Cell Phones,Activate the CDMA phone after purchase.,minutes
Start a Revolution,Remember the power of art and music.,days
Start a Revolution,Embrace all of the potentials of the new media.,minutes
Start a Revolution,Use social media to organize.,minutes
Start a Revolution,Frame the debate.,minutes
Make a Hillbilly Costume,Do a sloppy ponytail.,days
Make a Hillbilly Costume,Apply makeup to make your face look dirty.,minutes
Support the Blue,Wear police blue on Tuesdays.,days
Support the Blue,Recognize that it is possible to support police in general without being racist.,minutes
Support the Blue,Don't be cruel to those who have experienced injustice or death at the hands of police.,minutes
Buy a Fashionable Power Bank Phone Charger,Check out the model specification and product description of power bank phone chargers.,minutes
Buy a Fashionable Power Bank Phone Charger,After finalizing the power bank phone charger that you need all you now need to do is to go to your nearest mobile store and specify what you want.,minutes
Thicken Chili,Opt for arrowroot.Add 1 tsp (5 ml) of arrowroot mixed with about 1 tsp (5 ml) of cold water to the chili and let simmer until thick.,minutes
Dress Up As a Dead School Girl for Halloween,Select appropriate accessories to look more like a dead school girl than a scruffy girl.,minutes
Dress Up As a Dead School Girl for Halloween,Optimize your outfit.,minutes
Write a Good College Essay,Be likable.,minutes
Bob for Apples,Vary the lengths of the strings.,hours
Register to Vote in Minnesota,Bring someone to vouch for you.,minutes
Register to Vote in Minnesota,Go to your polling place.,minutes
Be a Stay at Home Mom,Take your kids on field trips.,hours
Be a Stay at Home Mom,Do arts and crafts projects.,hours
Be a Stay at Home Mom,Rotate toys in and out of use.,hours
Convert Powerpoint to Jpeg,Search online for a tool.,seconds
Back Up SMS for a Samsung Galaxy Device to Your Computer,Connect your Gmail account (SMS Backup +).,minutes
Automatically Back Up Your iOS Photos with Tresorit,Launch Tresorit.,seconds
Automatically Back Up Your iOS Photos with Tresorit,Enable the Upload Automatically feature.,minutes
Ask Any Service Provider for One Month of Free Service,Determine the nature of a legitimate complaint about your service provider.,minutes
Buy a Pay As You Go Phone Service for Cheap,Choose a carrier.,hours
Be a Birth Advocate,Ask about her preferences for your role.,hours
Be a Birth Advocate,Get her opinion on medical or surgical intervention.,minutes
Be a Birth Advocate,Ask the mother about her breastfeeding decisions.,minutes
Make Fufu,Stir constantly until the mixture thickens.,minutes
Carry out Regression Testing,Be wary of the fixed bugs.,hours
Take Action to Preserve Nature,Use biodegradable cleaning products.,minutes
Take Action to Preserve Nature,Consider your transportation options.,minutes
Volunteer at the Local Nursing Home,Choose activities that work for the age range.,minutes
Backup and Restore Google Chrome's Entire Settings,Open your Google Chrome Browser.,seconds
Backup and Restore Google Chrome's Entire Settings,Select a safe location to store your bookmarks.,minutes
Backup and Restore Google Chrome's Entire Settings,Import your bookmarks to the new Google Chrome.,minutes
Encourage Children to Ask Questions,Allow time for children to think of questions.,minutes
Make Cranberry Salsa,Refrigerate the salsa for a couple of hours.,hours
Make Crispy Seaweed Bok Choy,Prepare the leaves by removing it from the stem with a knife or by hand.,minutes
Choose the Right Graphic Software for Your Purposes,Be sure that your computer system is capable of handling the potential software.,minutes
Choose the Right Graphic Software for Your Purposes,Know what you want to do with it.,hours
Decide on What You'll Be for Halloween,Buy some sparkly shoes.,hours
Create an Inventory of Christmas Decorations,Be as descriptive as you need to be to make the item leap into your mind when you read it.,minutes
Choose an MP3 Player,Think about portability.,hours
Crochet Christmas Ornaments,Gather your materials.,minutes
Crochet Christmas Ornaments,Crochet a triangle.,minutes
Crochet Christmas Ornaments,Add a stump at the bottom if desired.,minutes
Crochet Christmas Ornaments,Glue or stitch on embellishments.,minutes
Crochet Christmas Ornaments,Attach a hook or string.,minutes
Help Take Care of Our Planet,Opt for renewable energy sources.,minutes
Make Unagi Nigiri,Form the sushi.,hours
Trace Cell Phone Numbers,Search public databases.,seconds
Trace Cell Phone Numbers,Use a deep web search engine.,minutes
Take Action Against Pollution on Private Property,Consider consulting an attorney.,minutes
Make Sushi Sauce,Add the brown sugar and liquids.,seconds
Make Sushi Sauce,Reduce the teriyaki sauce.,minutes
Install Apps on Windows,Launch the Windows store.,seconds
Take Action Against Pollution on Public Property,Prepare your testimony.,minutes
Take Action Against Pollution on Public Property,Testify before a government body.,minutes
Do Zipper Face Makeup,Do a patch test.,seconds
Take Action Against Pollution on Public Property,Write letters to the media.,minutes
Clean a Pumpkin,Scrub the outside of the pumpkin with a vegetable brush.,hours
Install Terminal Services,Modify your Windows Firewall settings.,minutes
Install Labview,If you are using Windows XP/Vista/7/8 go to Control Panel > Programs and Features > Right Click on National Instruments Software > Uninstall/Change,minutes
Cope With Separation,Take time to grieve.,days
Make Bento,Divide the meal proportionally.,seconds
Use a Better Layout for Brochures,Make your margins different sizes.,minutes
Avoid Harboring Negative Thoughts About Your Husband,Flip through your old photos.,minutes
Avoid Harboring Negative Thoughts About Your Husband,Go out on a date.,hours
Prevent Land Pollution,Recycle your outdated technology.,minutes
Prevent Land Pollution,Look for the recycled option in all the products you buy.,minutes
Make Your Own Decorations for Halloween,Get 4 6-foot (2 m) black foam pipe insulation tubes that are 1/2 inch (1.25 cm) in diameter.,minutes
Learn Programming Languages from Books by Yourself,Go to a book store and spend a couple of hours looking through several books.,hours
Avoid Harboring Negative Thoughts About Your Husband,Keep communication open with your partner.,longer
Celebrate Earth Day as a Gardener,Learn a new gardening task.,hours
Program Using GNU Emacs,Consider buying an ergonomic keyboard.,minutes
Reduce Your Greenhouse Gas Emissions,Examine your heating and cooling habits.,minutes
Take Action to Reduce Air Pollution,Reuse recycle and compost.,minutes
Create a Simple Program in C++,Get a compiler and/or IDE.,minutes
Celebrate Halloween as a Teenager,Come up with a theme.,minutes
Celebrate Halloween as a Teenager,Make Halloween-inspired snacks and drinks to serve.,minutes
Celebrate Halloween as a Teenager,Buy or make a cool costume.,hours
Help Stop Pollution,Purchase items made from recycled materials.,minutes
Open RAR Files on Windows,Download and install WinZIP.,minutes
Make a Spider Web,Create the strands of your web.,minutes
Make a Spider Web,Finish the web.,minutes
Do a System Restore,Choose your restore point.,days
Do a System Restore,Wait for the restore to complete.,hours
Help Stop Pollution,Write an article for your school or local newspaper.,hours
Make a Spider Web,Obtain cheesecloth.,seconds
Make a Spider Web,Measure and secure the cheesecloth.,minutes
Make Videos Black and White Using Sony Vegas Pro,Split the part of the video where you want to have the effect.,minutes
Make Baking Soda Snow,Decorate mason jar snow globes.,minutes
Make Baking Soda Snow,Make snowmen and other shapes.,minutes
Make Baking Soda Snow,Form a landscape for playtime.,minutes
Trick Your Friends,Flood a room with balloons.,minutes
Trick Your Friends,Arrange for a mock disciplinary hearing.,minutes
Make Baking Powder,Sift the ingredients.,minutes
Find Your Subnet Mask,Use the same subnet mark as a computer.,seconds
Make a Mother's Day Card,Add some extra details.,minutes
Be Friends with Someone Who Has Kids when You Don't,Minimize safety hazards.,minutes
Use VNC Virtual Network Computing to Control a Computer Remotely,Install VNC on the viewing device.,minutes
Use VNC Virtual Network Computing to Control a Computer Remotely,Confirm that VNC is running on all machines.,minutes
Surprise Your Mom on Mother's Day,Buy her flowers.,seconds
Sniff Packets,Decide whether you can capture the traffic that you want to based on your network structure.,minutes
Sniff Packets,Find out whether the sniffer supports promiscuous mode.,minutes
Sniff Packets,Decide how much you want to spend on a packet sniffer.,minutes
Sniff Packets,Check out screenshots product literature and user reviews before choosing a product.,minutes
Make an Egg Wash,Make a vegan substitute.,minutes
Check Your Airpod Battery,Charge the Airpods at a comfortable temperature.,hours
Find out What You Got for Christmas,Open settings.,minutes
Find out What You Got for Christmas,Check the history carefully for websites that might sell your gift.,minutes
Find out What You Got for Christmas,Check their email for purchase confirmations.,minutes
Reset a Linksys Router Password,Go to the Linksys Security page.,seconds
Make Mother's Day Gifts,Write her a poem.,days
Create a Baking Station in Your Kitchen,Add utensils.,minutes
Create a Baking Station in Your Kitchen,Have your mixing and measuring tools ready.,minutes
Create a Baking Station in Your Kitchen,Have your appliances on hand.,minutes
Decide on a Mother's Day Gift,Make a photo album.,longer
Choose Green Gifts for Christmas,Shop online for organic products and avoid the manic rush completely.,days
Be Friends With a Jew if You Are a Muslim,Ask respectful questions about their religion.,minutes
Be Friends With a Jew if You Are a Muslim,Discuss what you believe without making generalizations.,minutes
Create a Baking Station in Your Kitchen,Get canisters to organize your common ingredients.,minutes
Get Into the Spirit of Christmas,Watch Christmas TV shows and movies.,hours
Use the LiPo Rechargable Battery,Connect the battery to the connector using the standard 2 wires.,seconds
Use the LiPo Rechargable Battery,Turn on the adapter.,seconds
Start a Presentation,Stand tall and confident.,seconds
Buy an Artificial Christmas Tree,Take the tree to your car for the ride to the next store or home.,minutes
Make Someone Feel Special,Pay attention to social media.,minutes
Pick the Right Gluten Free Flour Substitute for Your Conventional Recipe,Some suggested mixes for basic uses.,minutes
Design a Family Tree,Decide what medium you'd like to use for your tree.,minutes
Design a Family Tree,Attach each family member's information to your family tree.,minutes
Find Christmas Presents That Your Parents Have Hidden,Check out the box.,seconds
Help a Friend Who Has Lost a Family Member,Distract your friend.,seconds
Help a Friend Who Has Lost a Family Member,Encourage treatment if your friend is struggling.,minutes
Cook with Cassava Flour,Use cassava flour to make gluten-free cupcakes.,minutes
Cook with Cassava Flour,Create tortillas with cassava flour.,minutes
Cook with Cassava Flour,Bake brownies with cassava flour.,minutes
Cook with Cassava Flour,Incorporate cassava into pancakes.,minutes
Clean an Artificial Christmas Tree,Check the instructions.,seconds
Clean an Artificial Christmas Tree,Use a whisk broom or outdoor approved vacuum.,seconds
Find Death Notices,Receive the death certificate you requested.,days
Practice Self Care Without Being Selfish,Adopt a volunteer commitment.,minutes
Practice Self Care Without Being Selfish,Invite loved ones to join you.,minutes
Make Christmas Tree Decorations,Decorate the outside.,minutes
Create a Basic Login Script in PHP,Create the php script that will check the login input against the database.,hours
Know if Your Number Was Blocked,Understand the potential consequences.,minutes
Identify the Ethnic Origins of Cuisine,Check the name of the dish.,seconds
Identify the Ethnic Origins of Cuisine,Observe the cooking methods.,minutes
Distribute a Press Release,Send your press release to the right publications.,minutes
Distribute a Press Release,Consider using a distribution service.,minutes
Respect Your Friends,Learn the boundaries.,minutes
Save Trees,Participate in planting days.,hours
Enjoy Online Media,Do a search for specific videos once you reach the site that interests you the most.,minutes
Enjoy Online Media,Contribute to the media network.,hours
Love Your Family,Make some family time.,hours
Save the Rain Forest,Avoid palm oil and the products that contain it.,days
Save the Rain Forest,Buy sustainable coffee.,minutes
Slow the Hectic Pace of Your Life,Make a choice.,hours
Search for Classmates Online,Ask any friends that you might have in common about your old classmate.,minutes
Find Many Ways to Have Fun with a Friend,Host a lemonade stand in your neighborhood.Having a lemonade stand outside your house can be a great way to spend the summertime with your friends.,hours
Save the Rain Forest,Establish parks.,hours
Set a Morning Routine As a Working Parent,Ask for help.,seconds
Set a Morning Routine As a Working Parent,Get chores done the night before.,minutes
Like and Accept Hugs,Practice relaxation techniques.,minutes
Save the Environment (for Teens),Buy eco-friendly products.,minutes
Save the Environment (for Teens),Donate old clothes toys electronics etc.,longer
Update the Master Database of a Uniden HomePatrol Using HomePatrol Sentinel,Backup your device using Sentinel to ensure no avoided channels and any settings are re-scanned the next time the item is turned on after the update.,minutes
Set a Morning Routine As a Working Parent,Do something fun on the weekend.,days
Have a Balanced Lifestyle,Pick a hobby that you enjoy.,minutes
Take a So So Image and Make It Pop,Experiment with filters and effects.,minutes
Pay for Funeral Expenses,Visit the Funeral Consumers Alliance website to find information on payment assistance in your area.,minutes
Add Your Name on to the National Do Not Call Registry,Identify legal calls.,minutes
Install Browsers on Windows and Mac,Install Google Chrome.,minutes
Resize Digital Photos,Select the desired image quality.,minutes
Jam a Network,Alter your router channels.,hours
Install and Run Scala,Install the application.,minutes
Manage when Two Close Friends Are Fighting,Tell them that unless they solve the problem you can't deal with their enmity any more and you need to get away from it.,minutes
Resize Digital Photos,Click OK to resize the image.,days
Pay Your Respects when Someone You Know Dies,Send flowers.,hours
Install and Run Scala,Download Scala and Install it.,minutes
Install and Run Scala,Install Java and JDK.,minutes
Install and Run Scala,Install the application.,minutes
Volunteer at a Dog Shelter,Visit the shelter.,minutes
Volunteer at a Dog Shelter,Fill out an application.,minutes
Volunteer at a Dog Shelter,Choose a shelter in need.,minutes
Overcome the Fear of Losing a Loved One,Bolster your self-esteem and independence.,days
Install the Rust Language,Try creating a project using Cargo.,minutes
Solve the Lnk File Extension Problem in Windows,Wait till the process is completed.,minutes
Hire a Professional Software Development Company,Look for the firm that possesses maximum industry experience and also ask for some samples.,minutes
Play DVDs on Your Windows PC for Free,Install a free media player.,seconds
Re Scale or Re Size Images,Open up your image in the software that you are going to re-scale the image.,minutes
Help when Someone Dies,Attend a bereavement group.,minutes
Navigate the Windows Directory,Click the Start button.,hours
Navigate the Windows Directory,Type the name of the file or folder you're searching for.,hours
Transfer iTunes to an External Hard Drive,Transfer iTunes to the hard drive.,minutes
Find out if Your Cheese Is Vegetarian,Research and read your labels.,minutes
Make a Graphic Design Portfolio,Pick only about 15 to 20 of your best pieces.,minutes
Take a Screenshot in Linux,Install ImageMagick.,minutes
Take a Screenshot in Linux,Take a screenshot of the entire screen.,minutes
Cope with a Noisy Event,Choose an outdoor venue if appropriate.,minutes
Install Vinyl Lettering,Make a hinge for the sign you want to apply.,hours
Take a Screenshot in Linux,Edit the screenshot.,minutes
Add a Picture to a Folder on Mac,Click any folder of your choice.,seconds
Design Posters Online,Choose your Image.,minutes
Design Posters Online,Choose the Right Printer.,minutes
Decorate Baked Goods with Edible Flowers,Make your dough.,days
Decorate Baked Goods with Edible Flowers,Glaze and decorate.,hours
Install Xgl on Gentoo Linux Running KDE With an ATI Graphics Card,First you need to update your list of packages to the latest version but first you must choose:,minutes
Install Xgl on Gentoo Linux Running KDE With an ATI Graphics Card,You can enable the entire Gentoo unstable/testing branch.,minutes
Take a Free Course with iTunes U,Launch iTunes U.,minutes
Take a Free Course with iTunes U,Subscribe to a course.,hours
Make Salt Dough,Dry the decorations.,minutes
Make Your Husband Happy,Frame a picture of the two of you.,minutes
Teach Your Child Good Interpersonal Communication Skills,Play listening games.,minutes
Find the MAC Address of Your Computer,Connect to a network.,seconds
Find the MAC Address of Your Computer,Click on the connection icon in the system tray.,minutes
Find the MAC Address of Your Computer,Click Details.,hours
Sync Samsung Galaxy Tab with iTunes,Sync your Samsung Galaxy Tab with iTunes.,minutes
Eat Chia Seeds,Create flavored chia gelatin or jelly.,minutes
Create a Cylinder Using the SketchyPhysics Solids Toolbar,Create a circle the size of what you want the circumference of the cylinder to be.,minutes
Impress Your Wife,Get rid of worn out clothes.,minutes
Use the Servo in SketchyPhysics,Create the image that you want to be using the servo on.,hours
Use the Servo in SketchyPhysics,Click on the Joint Connector.,hours
Search iTunes for a Specific Podcast,Seeing Podcast.,minutes
Relieve Colds Through Diet,Drink plenty of fluids.,seconds
Be a Friendship Match Maker,Introduce your two would-be friends.,seconds
Make People Fall in Love With You,Listen well.,minutes
Make People Fall in Love With You,Ask for help when you need it.,minutes
Add Chia Seed to Your Diet,Combine chia seed and peanut butter.,seconds
Reinstall Itunes,Delete the iTunes and apple mobile device service folders.,hours
Reinstall Itunes,Restart you computer.,hours
Encourage Your Friends to Contact You More,Consider if you're the leader of the group.,minutes
Encourage Your Friends to Contact You More,Think about whether you fly under the radar.,minutes
Encourage Your Friends to Contact You More,Watch out for one-sided relationships.,minutes
Encourage Your Friends to Contact You More,Consider whether you're giving the wrong impression.,minutes
Encourage Your Friends to Contact You More,Explore your own insecurities.,minutes
Make Friends With Famous People,Find out about their other ventures.,minutes
Make Friends With Famous People,Go to filming locations.,minutes
Help a Grieving Spouse,Spend time with your spouse.,hours
Reinstall Itunes,Run the installer.,seconds
Attach a Swap Partition to Linux,Create a swap partition.,minutes
Attach a Swap Partition to Linux,Attach the new swap partition to your system.,minutes
Have a Healthy Second Marriage if You Were Widowed,Have an open conversation with your new partner.,minutes
Have a Healthy Second Marriage if You Were Widowed,Understand that you are not being disloyal to your late spouse.,days
Send a Text Message with an Effect from Apple Messages,Ensure your device has been upgraded to iOS 10 or 10.2 (for those wanting to send to other non-iMessage users).,days
Explain Funerals to Children,Arrange a visit beforehand.,minutes
Make Eye Contact While Giving an Oral Presentation,Give your entire presentation to yourself in the mirror.,minutes
Have a Healthy Marriage,Discuss parenting styles.,minutes
Make a Projector Screen,Get the big picture.,days
Invite a Girl to Hang out over the Phone Without Her Thinking You're Asking Her Out,Keep it routine.,hours
Invite a Girl to Hang out over the Phone Without Her Thinking You're Asking Her Out,Avoid spending extra money.,hours
Invite a Girl to Hang out over the Phone Without Her Thinking You're Asking Her Out,Travel separately.,days
Make Your Own Video,Improve The Softness.,minutes
Make Your Own Video,Sometimes you have to run cables across a doorway or where people will walk.,minutes
Manage an iTunes Playlist,Arrange songs in the playlist.,minutes
Help a Self Isolating Friend,Invite them to social events.,minutes
Help a Self Isolating Friend,Encourage others to socialize with your friend.,minutes
Play AVI,Download an install an all-purpose codec.,minutes
Convert iTunes M4P to MP,Navigate to the Importing Settings and choose the MP3 format.,minutes
Convert iTunes M4P to MP,Check that all of the files you want to convert are already imported into iTunes.,minutes
Convert iTunes M4P to MP,Convert the files.,minutes
Convert iTunes M4P to MP,Wait for the files to convert.,minutes
Be More Family Oriented,Modify the emphasis you place on work.,minutes
Be More Family Oriented,Do an overhaul of your to-do list for work and chores.,minutes
Fix a Jammed Keyboard Key,Unplug the keyboard.,seconds
Fix a Jammed Keyboard Key,Brush away any extra crumbs.,seconds
Celebrate Wholesome Bliss,Consider that there may be a symbology and numerology of nature.,days
Make a Movie in Adobe Premiere Elements,Capture: Hook your digital video camera up to a fire wire cord.,seconds
Compose Music Using GarageBand,Split tracks.,minutes
Fix a Jammed Keyboard Key,Check to see if your keys are unstuck.,seconds
Make a Photo Album With Flash Gallery Maker,Import your photos from your local computer.,minutes
Make a Photo Album With Flash Gallery Maker,Select the transition effect for your photo slideshow.,minutes
Do a Remote Shutdown for a PC on a LAN,Find your computer's official name by right-clicking on Computer and clicking Properties.,minutes
Convert Text to PDF,Open the document in Microsoft Word.,hours
Get Married,Plan ahead to pop the question.,minutes
Get Married,* Short simple words carry a lot more power than big fancy words.,seconds
